0.1612	1
0.0788	1
0.1056	1
0.0705	1
0.5467	1
0.375	1
0.5784	1
0.155	0
0.4847	0
0.9499	1
0.9628	1
0.9976	1
0.9521	1
0.9965	1
0.9937	1
0.6909	1
0.9597	1
0.9723	1
0.9981	1
0.9951	1
0.2351	0
0.9918	1
0.8693	1
0.995	1
0.9742	1
0.9009	1
0.9782	1
0.9869	1
0.9928	1
0.9896	1
0.9908	1
0.6003	1
0.2268	1
0.9729	1
0.9776	1
0.9869	1
0.9848	1
0.8973	1
0.669	1
0.1062	1
0.9334	1
0.9883	1
0.9822	1
0.9825	1
0.997	1
0.9901	1
0.9887	1
0.5213	1
0.9939	1
0.9631	1
0.9871	1
0.9652	1
0.9926	1
0.9933	1
0.9982	1
0.9954	1
0.704	1
0.9947	1
0.9824	1
0.9961	1
0.9884	1
0.9819	1
0.923	1
0.9469	1
0.9687	1
0.9871	1
0.9917	1
0.9785	1
0.9747	1
0.9677	1
0.9639	1
0.9918	1
0.9847	1
0.4117	1
0.9878	1
0.9954	1
0.1095	0
0.5779	1
0.9685	1
0.973	1
0.9908	1
0.9959	1
0.9871	1
0.9744	1
0.8323	1
0.1762	0
0.1311	0
0.9709	1
0.7352	1
0.0812	1
0.7782	1
0.5869	1
0.9748	1
0.9865	1
0.9873	1
0.9835	1
0.9779	1
0.9694	1
0.9903	1
0.986	1
0.9952	1
0.9981	1
0.9977	1
0.9969	1
0.9894	1
0.9815	1
0.9944	1
0.9966	1
0.9806	1
0.9961	1
0.971	1
0.9806	1
0.9275	1
0.9475	1
0.9334	1
0.9698	1
0.9814	1
0.9743	1
0.1375	1
0.9762	1
0.9827	1
0.9825	1
0.203	1
0.0731	0
0.9949	1
0.8609	1
0.9933	1
0.9691	1
0.9941	1
0.9976	1
0.9948	1
0.121	1
0.5998	1
0.1082	0
0.9669	1
0.9692	1
0.9794	1
0.9888	1
0.9361	1
0.9004	1
0.497	1
0.8807	1
0.6788	1
0.9817	1
0.985	1
0.986	1
0.9985	1
0.9917	1
0.9954	1
0.8088	1
0.9952	1
0.3538	1
0.377	1
0.9802	1
0.9697	1
0.9905	1
0.8653	1
0.9774	1
0.9777	1
0.9923	1
0.9976	1
0.9966	1
0.997	1
0.9272	1
0.7686	1
0.9737	1
0.554	1
0.7751	1
0.9968	1
0.9858	1
0.9952	1
0.9975	1
0.9793	1
0.9979	1
0.9985	1
0.9822	1
0.1377	1
0.1714	1
0.0781	0
0.9145	1
0.9616	1
0.9767	1
0.971	1
0.9591	1
0.0826	1
0.9484	1
0.9427	1
0.9603	1
0.9878	1
0.983	1
0.9727	1
0.4686	0
0.5607	1
0.1964	1
0.9916	1
0.9811	1
0.996	1
0.9981	1
0.9968	1
0.9527	1
0.9346	1
0.541	1
0.9746	1
0.9737	1
0.413	1
0.945	1
0.2277	1
0.9001	1
0.1039	1
0.5351	1
0.9897	1
0.9877	1
0.9655	1
0.8837	1
0.9868	1
0.9634	1
0.9964	1
0.9885	1
0.9956	1
0.9985	1
0.9984	1
0.4944	1
0.9912	1
0.9416	1
0.9924	1
0.813	1
0.9887	1
0.9557	1
0.9971	1
0.9881	1
0.9968	1
0.9875	1
0.997	1
0.99	1
0.9818	1
0.9816	1
0.9348	1
0.1317	1
0.9592	1
0.9817	1
0.9873	1
0.9852	1
0.9756	1
0.9892	1
0.4773	1
0.9959	1
0.9989	1
0.9822	1
0.987	1
0.9973	1
0.9875	1
0.6159	1
0.9786	1
0.9877	1
0.9973	1
0.9845	1
0.9643	1
0.9373	1
0.1353	0
0.9947	1
0.999	1
0.8781	1
0.9642	1
0.1454	0
0.984	1
0.9952	1
0.997	1
0.9753	1
0.9971	1
0.9974	1
0.9758	1
0.0985	0
0.9894	1
0.9766	1
0.9723	1
0.0846	0
0.9467	1
0.982	1
0.9841	1
0.9831	1
0.9954	1
0.9926	1
0.9814	1
0.9968	1
0.9951	1
0.9335	1
0.954	1
0.5476	1
0.9875	1
0.9941	1
0.9657	1
0.1876	1
0.9922	1
0.9956	1
0.995	1
0.3722	1
0.966	1
0.9707	1
0.9694	1
0.935	1
0.9943	1
0.9968	1
0.977	1
0.7622	1
0.9698	1
0.7449	1
0.9786	1
0.9943	1
0.9972	1
0.9849	1
0.9479	1
0.565	1
0.1851	0
0.9628	1
0.9893	1
0.9819	1
0.9875	1
0.9961	1
0.9917	1
0.9735	1
0.913	1
0.1623	0
0.9862	1
0.9941	1
0.9981	1
0.9925	1
0.8761	1
0.4902	1
0.996	1
0.9929	1
0.9961	1
0.9972	1
0.9975	1
0.9732	1
0.3271	1
0.9853	1
0.9836	1
0.9958	1
0.9979	1
0.992	1
0.9885	1
0.7106	1
0.9804	1
0.9789	1
0.9937	1
0.9899	1
0.206	0
0.0714	0
0.9751	1
0.7986	1
0.3914	1
0.9258	1
0.5746	1
0.9844	1
0.9928	1
0.9975	1
0.9887	1
0.9903	1
0.9404	1
0.8996	1
0.6628	1
0.9513	1
0.727	1
0.7783	1
0.6489	1
0.6826	1
0.9618	1
0.9892	1
0.9834	1
0.1328	1
0.9813	1
0.9773	1
0.9893	1
0.9945	1
0.99	1
0.878	1
0.9805	1
0.9906	1
0.9974	1
0.9927	1
0.9707	1
0.9145	1
0.9293	1
0.4562	1
0.9512	1
0.6364	1
0.8201	1
0.7354	1
0.754	1
0.445	1
0.9588	1
0.9691	1
0.9826	1
0.994	1
0.9652	1
0.5188	1
0.9495	1
0.9891	1
0.9843	1
0.6169	1
0.1149	1
0.1819	1
0.0666	0
0.9896	1
0.9956	1
0.9906	1
0.8571	1
0.2594	1
0.5105	1
0.2444	1
0.1094	0
0.1182	1
0.4771	1
0.2135	1
0.9269	1
0.9762	1
0.9821	1
0.8998	1
0.9535	1
0.9733	1
0.254	1
0.5689	1
0.7451	1
0.7276	1
0.9587	1
0.9826	1
0.6204	1
0.5075	0
0.1615	1
0.8821	1
0.1816	1
0.1903	1
0.4612	1
0.2197	0
0.3733	1
0.2647	1
0.6373	1
0.0932	1
0.261	1
0.1816	1
0.8609	1
0.8337	1
0.1244	0
0.9405	1
0.777	1
0.3234	1
0.888	1
0.7242	1
0.8398	1
0.8098	1
0.2201	1
0.9933	1
0.6804	1
0.1704	1
0.9925	1
0.6935	1
0.9489	1
0.9606	1
0.9752	1
0.4592	1
0.3504	1
0.173	1
0.4575	1
0.2712	1
0.1959	1
0.9409	1
0.9189	1
0.8136	1
0.9347	1
0.9799	1
0.9929	1
0.9666	1
0.9583	1
0.9933	1
0.5538	1
0.1082	1
0.8697	1
0.986	1
0.3299	1
0.0984	0
0.2723	1
0.0874	0
0.0724	1
0.302	1
0.6029	1
0.6037	1
0.9699	1
0.9673	1
0.9749	1
0.9978	1
0.2237	1
0.4722	1
0.7843	1
0.9862	1
0.9957	1
0.9736	1
0.5466	1
0.9717	1
0.9719	1
0.9314	1
0.9951	1
0.9704	1
0.9047	1
0.9956	1
0.9784	1
0.8368	1
0.8059	1
0.9091	1
0.6446	0
0.9952	1
0.9791	1
0.2929	1
0.5467	1
0.5874	1
0.5216	1
0.7238	1
0.9901	1
0.4163	1
0.8969	1
0.1155	1
0.898	1
0.602	1
0.3601	1
0.8469	1
0.963	1
0.9796	1
0.9806	1
0.9913	1
0.621	1
0.9138	1
0.7779	1
0.081	0
0.1495	1
0.6125	1
0.9957	1
0.9647	1
0.9743	1
0.9613	1
0.9435	1
0.9451	1
0.9478	1
0.9908	1
0.2936	1
0.982	1
0.9611	1
0.9875	1
0.9558	1
0.9881	1
0.6803	1
0.1377	1
0.5221	1
0.9532	1
0.9776	1
0.6101	1
0.9818	1
0.9593	1
0.1306	1
0.6752	1
0.9627	1
0.1173	0
0.1698	1
0.8491	1
0.9202	1
0.9786	1
0.9976	1
0.9871	1
0.994	1
0.9843	1
0.9921	1
0.9929	1
0.9377	1
0.9466	1
0.4937	1
0.3957	1
0.178	1
0.2424	1
0.9903	1
0.9763	1
0.995	1
0.8958	1
0.806	1
0.8919	1
0.6426	1
0.1949	1
0.3756	1
0.5804	1
0.4187	1
0.1455	0
0.9522	1
0.5656	1
0.992	1
0.9351	1
0.99	1
0.8909	1
0.883	1
0.9668	0
0.3073	1
0.8388	1
0.9748	1
0.7216	1
0.8008	1
0.9735	1
0.9308	1
0.9559	1
0.9675	1
0.9838	1
0.9951	1
0.9348	1
0.9686	1
0.9914	1
0.8664	1
0.7393	1
0.1436	1
0.4044	1
0.6354	1
0.9671	1
0.5074	1
0.4831	1
0.3264	1
0.2937	1
0.7936	1
0.8835	1
0.6599	1
0.3948	1
0.5692	1
0.8651	1
0.4657	1
0.8747	1
0.8129	1
0.3402	1
0.9137	1
0.6588	1
0.8565	1
0.2198	1
0.5124	1
0.9769	1
0.9496	1
0.9875	1
0.9957	1
0.9882	1
0.9899	1
0.4279	1
0.8603	1
0.5604	1
0.9873	1
0.9951	1
0.9926	1
0.9915	1
0.9981	1
0.9954	1
0.993	1
0.7271	1
0.9762	1
0.4731	1
0.8133	1
0.8599	1
0.8586	1
0.7206	1
0.7754	1
0.1071	1
0.716	1
0.9874	1
0.9825	1
0.996	1
0.9943	1
0.994	1
0.9599	1
0.9583	1
0.9909	1
0.9865	1
0.4257	1
0.1589	1
0.3481	1
0.8783	1
0.9479	1
0.9651	1
